,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3183,,,,Russia,2020-05-09 02:32:35,61.52401,105.31875600000001,187859,1723,26608,159528,Russia
