,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
2967,,,,Russia,2020-04-14 23:33:12,61.52401,105.318756,21102,170,1694,19238,Russia
