,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3122,,,61.52401,105.318756,99399,972,10286,88141,Russia,Russia,,2020-04-30 02:32:27
