,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3185,,,61.52401,105.31875600000001,198676,1827,31916,164933,Russia,Russia,,2020-05-10 02:32:30
