,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3388,,,61.52401,105.318756,1036,4,45,987,Russia,Russia,,2020-03-27 23:23:03
