,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3187,,,,Russia,2020-05-12 03:32:27,61.52401,105.31875600000001,221344,2009,39801,179534,Russia
