,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
2837,,,61.52401,105.318756,8672,63,580,8029,Russia,Russia,,2020-04-08 22:51:39
