,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
3387,,,Sakhalin Oblast,Russia,2020-06-08 03:33:22,49.7219665,143.448533,188,0,71,117,"Sakhalin Oblast, Russia",38.35317974380892,0.0
3388,,,Samara Oblast,Russia,2020-06-08 03:33:22,53.2128813,50.8914633,3114,27,1425,1662,"Samara Oblast, Russia",97.51014086676932,0.8670520231213873
3395,,,Saratov Oblast,Russia,2020-06-08 03:33:22,51.6520555,46.86319520000001,3763,36,1547,2180,"Saratov Oblast, Russia",152.78426277431538,0.9566834972096732
3413,,,Smolensk Oblast,Russia,2020-06-08 03:33:22,55.03434960000001,33.0192065,3035,42,1101,1892,"Smolensk Oblast, Russia",319.693094629156,1.3838550247116972
3418,,,Stavropol Krai,Russia,2020-06-08 03:33:22,44.86325770000001,43.4406913,3079,60,1470,1549,"Stavropol Krai, Russia",109.9378221099635,1.9486846378694382
3422,,,Sverdlovsk Oblast,Russia,2020-06-08 03:33:22,58.6414755,61.8021546,7419,41,3239,4139,"Sverdlovsk Oblast, Russia",171.5274194174865,0.5526351260277665
3426,,,Tambov Oblast,Russia,2020-06-08 03:33:22,52.9019574,41.3578918,3439,8,1517,1914,"Tambov Oblast, Russia",332.736040373392,0.23262576330328585
3429,,,Tatarstan Republic,Russia,2020-06-08 03:33:22,55.7648572,52.43104273,3558,10,3477,71,"Tatarstan Republic, Russia",91.36467704974777,0.2810567734682406
3440,,,Tomsk Oblast,Russia,2020-06-08 03:33:22,58.6124279,82.04753149999998,922,11,440,471,"Tomsk Oblast, Russia",85.50654746448046,1.193058568329718
3444,,,Tula Oblast,Russia,2020-06-08 03:33:22,53.9570701,37.3690909,4620,49,2434,2137,"Tula Oblast, Russia",309.68157093015066,1.0606060606060606
3447,,,Tver Oblast,Russia,2020-06-08 03:33:22,57.1134475,35.174442799999994,2055,41,1422,592,"Tver Oblast, Russia",160.06256070499182,1.9951338199513384
3448,,,Tyumen Oblast,Russia,2020-06-08 03:33:22,58.8206488,70.36588370000001,1908,12,1057,839,"Tyumen Oblast, Russia",51.67370815729607,0.6289308176100629
3449,,,Tyva Republic,Russia,2020-06-08 03:33:22,51.4017149,93.8582593,1607,2,267,1338,"Tyva Republic, Russia",499.49956794996916,0.12445550715619165
3451,,,Udmurt Republic,Russia,2020-06-08 03:33:22,57.1961165,52.69598320000001,936,12,467,457,"Udmurt Republic, Russia",61.86204763377668,1.2820512820512822
3452,,,Ulyanovsk Oblast,Russia,2020-06-08 03:33:22,54.1463177,47.2324921,3168,14,954,2200,"Ulyanovsk Oblast, Russia",254.1275675467545,0.4419191919191919
3477,,,Vladimir Oblast,Russia,2020-06-08 03:33:22,56.0503336,40.6561633,3089,30,1198,1861,"Vladimir Oblast, Russia",224.1106492824324,0.9711880867594692
3478,,,Volgograd Oblast,Russia,2020-06-08 03:33:22,49.6048339,44.29035820000001,3913,23,1401,2489,"Volgograd Oblast, Russia",155.19919278968268,0.5877843087145412
3479,,,Vologda Oblast,Russia,2020-06-08 03:33:22,60.0391461,43.1215213,1084,11,532,541,"Vologda Oblast, Russia",92.12289738410065,1.014760147601476
3481,,,Voronezh Oblast,Russia,2020-06-08 03:33:22,50.9800393,40.15065070000001,2837,16,1692,1129,"Voronezh Oblast, Russia",121.5630688226079,0.5639760310186817
3487,,,Yamalo-Nenets Autonomous Okrug,Russia,2020-06-08 03:33:22,67.1471631,74.3415488,2694,11,1429,1254,"Yamalo-Nenets Autonomous Okrug, Russia",500.2348912908252,0.4083147735708983
3489,,,Yaroslavl Oblast,Russia,2020-06-08 03:33:22,57.77819760000001,39.0021095,3646,15,1176,2455,"Yaroslavl Oblast, Russia",288.0655835105761,0.4114097641250686
3493,,,Zabaykalsky Krai,Russia,2020-06-08 03:33:22,52.248521,115.956325,1471,27,837,607,"Zabaykalsky Krai, Russia",137.11705564659408,1.8354860639021076
