,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3359,,,61.52401,105.31875600000001,335882,3388,107936,224558,Russia,Russia,,2020-05-24 02:32:43
