,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
3206,,,Karelia Republic,Russia,2020-06-03 02:33:13,62.61940309999999,33.4920267,453,1,191,261,"Karelia Republic, Russia",72.77295480687054,0.22075055187637968
3207,,,Kemerovo Oblast,Russia,2020-06-03 02:33:13,54.53357809999999,87.342861,589,7,259,323,"Kemerovo Oblast, Russia",21.85628509204687,1.1884550084889642
3208,,,Khabarovsk Krai,Russia,2020-06-03 02:33:13,51.6312684,136.121524,2209,12,1083,1114,"Khabarovsk Krai, Russia",166.30254264466967,0.5432322317790855
3209,,,Khakassia Republic,Russia,2020-06-03 02:33:13,53.72258845,91.44293627,1020,10,585,425,"Khakassia Republic, Russia",189.7628522472945,0.9803921568627452
3210,,,Khanty-Mansi Autonomous Okrug,Russia,2020-06-03 02:33:13,61.0259025,69.0982628,2736,18,870,1848,"Khanty-Mansi Autonomous Okrug, Russia",178.56175554399658,0.6578947368421053
3216,,,Kirov Oblast,Russia,2020-06-03 02:33:13,57.9665589,49.4074599,1828,17,981,830,"Kirov Oblast, Russia",142.4521406005745,0.9299781181619255
3219,,,Komi Republic,Russia,2020-06-03 02:33:13,63.9881421,54.3326073,1393,24,748,621,"Komi Republic, Russia",165.66116405212205,1.7229002153625268
3220,,,Kostroma Oblast,Russia,2020-06-03 02:33:13,58.424756,44.253327299999995,804,11,420,373,"Kostroma Oblast, Russia",124.97590638620665,1.3681592039800996
3221,,,Krasnodar Krai,Russia,2020-06-03 02:33:13,45.768401399999995,39.0261044,3987,36,2842,1109,"Krasnodar Krai, Russia",71.15297443347099,0.9029345372460496
3222,,,Krasnoyarsk Krai,Russia,2020-06-03 02:33:13,63.3233807,97.09799740000001,4530,40,1259,3231,"Krasnoyarsk Krai, Russia",157.48321656514852,0.8830022075055187
3224,,,Kurgan Oblast,Russia,2020-06-03 02:33:13,55.7655302,64.5632681,252,0,134,118,"Kurgan Oblast, Russia",29.80354496609847,0.0
3225,,,Kursk Oblast,Russia,2020-06-03 02:33:13,51.6568453,36.4852695,3123,13,1452,1658,"Kursk Oblast, Russia",280.0301639920483,0.4162664105027217
3232,,,Leningrad Oblast,Russia,2020-06-03 02:33:13,60.185329599999996,32.3925325,2928,15,1674,1239,"Leningrad Oblast, Russia",161.42762000114675,0.5122950819672131
3236,,,Lipetsk Oblast,Russia,2020-06-03 02:33:13,52.693517799999995,39.112266399999996,2261,6,742,1513,"Lipetsk Oblast, Russia",196.57433787659718,0.26536930561698363
3246,,,Magadan Oblast,Russia,2020-06-03 02:33:13,62.48858785,153.9903764,248,3,199,46,"Magadan Oblast, Russia",172.11345607983844,1.2096774193548387
3252,,,Mari El Republic,Russia,2020-06-03 02:33:13,56.576750399999995,47.881751200000004,1854,13,1445,396,"Mari El Republic, Russia",271.7148371836039,0.7011866235167206
3271,,,Mordovia Republic,Russia,2020-06-03 02:33:13,54.4419829,44.466114399999995,1970,13,898,1059,"Mordovia Republic, Russia",244.70347404404168,0.6598984771573604
3273,,,Moscow,Russia,2020-06-03 02:33:13,55.7504461,37.6174943,185374,2624,88269,94481,"Moscow, Russia",1482.225037476608,1.4155167391327803
3274,,,Moscow Oblast,Russia,2020-06-03 02:33:13,55.50431579999999,38.0353929,40455,495,8809,31151,"Moscow Oblast, Russia",539.1566606271704,1.2235817575083423
3276,,,Murmansk Oblast,Russia,2020-06-03 02:33:13,68.00004179999999,33.9999151,3296,7,2192,1097,"Murmansk Oblast, Russia",437.39226097030485,0.21237864077669905
3284,,,Nenets Autonomous Okrug,Russia,2020-06-03 02:33:13,68.27557185,57.1686375,74,0,15,59,"Nenets Autonomous Okrug, Russia",168.19328590585718,0.0
3292,,,Nizhny Novgorod Oblast,Russia,2020-06-03 02:33:13,55.47180329999999,44.091159399999995,10503,111,3980,6412,"Nizhny Novgorod Oblast, Russia",324.6925884890094,1.0568409025992571
3295,,,North Ossetia - Alania Republic,Russia,2020-06-03 02:33:13,42.79336110000001,44.6324493,3055,56,2070,929,"North Ossetia - Alania Republic, Russia",435.33091561990125,1.833060556464812
3300,,,Novgorod Oblast,Russia,2020-06-03 02:33:13,58.2843833,32.516975699999996,1430,8,391,1031,"Novgorod Oblast, Russia",235.7883906370573,0.5594405594405595
3301,,,Novosibirsk Oblast,Russia,2020-06-03 02:33:13,54.9720169,79.48139240000002,3020,34,1214,1772,"Novosibirsk Oblast, Russia",108.28840141578121,1.1258278145695364
3310,,,Omsk Oblast,Russia,2020-06-03 02:33:13,56.09352629999999,73.5099936,1437,18,386,1033,"Omsk Oblast, Russia",73.31329674640997,1.2526096033402925
3312,,,Orel Oblast,Russia,2020-06-03 02:33:13,52.96854329999999,36.0692477,2372,26,1231,1115,"Orel Oblast, Russia",317.43185318910616,1.0961214165261384
3313,,,Orenburg Oblast,Russia,2020-06-03 02:33:13,52.02692620000001,54.7276647,2032,7,1196,829,"Orenburg Oblast, Russia",102.74457456060514,0.34448818897637795
3322,,,Penza Oblast,Russia,2020-06-03 02:33:13,53.1655415,44.78791810000001,2502,20,1966,516,"Penza Oblast, Russia",187.88650213456188,0.7993605115907274
3323,,,Perm Krai,Russia,2020-06-03 02:33:13,58.5951603,56.3159546,1839,22,1147,670,"Perm Krai, Russia",70.1072996223584,1.1963023382272977
3330,,,Primorsky Krai,Russia,2020-06-03 02:33:13,45.0819456,134.726645,2103,19,1160,924,"Primorsky Krai, Russia",109.92991771722136,0.903471231573942
3332,,,Pskov Oblast,Russia,2020-06-03 02:33:13,57.535872899999994,28.8586826,910,10,359,541,"Pskov Oblast, Russia",142.95903202596512,1.0989010989010992
3354,,,Rostov Oblast,Russia,2020-06-03 02:33:13,47.6222451,40.7957942,5195,40,1834,3321,"Rostov Oblast, Russia",123.09108123963972,0.7699711260827719
3355,,,Ryazan Oblast,Russia,2020-06-03 02:33:13,54.42267320000001,40.57052460000001,3653,9,1075,2569,"Ryazan Oblast, Russia",325.7320276707262,0.2463728442376129
3361,,,Saint Petersburg,Russia,2020-06-03 02:33:13,59.960673899999996,30.158655100000004,16689,223,6008,10458,"Saint Petersburg, Russia",311.831141446972,1.3362094792977408
3364,,,Sakha (Yakutiya) Republic,Russia,2020-06-03 02:33:13,66.941626,129.642371,2116,8,943,1165,"Sakha (Yakutiya) Republic, Russia",219.426959650742,0.3780718336483932
3365,,,Sakhalin Oblast,Russia,2020-06-03 02:33:13,49.7219665,143.448533,133,0,54,79,"Sakhalin Oblast, Russia",27.13283460599248,0.0
3366,,,Samara Oblast,Russia,2020-06-03 02:33:13,53.2128813,50.8914633,2724,22,1072,1630,"Samara Oblast, Russia",85.29788815705834,0.8076358296622613
3373,,,Saratov Oblast,Russia,2020-06-03 02:33:13,51.652055499999996,46.86319520000001,3269,34,1206,2029,"Saratov Oblast, Russia",132.72701435270713,1.0400734169470789
3390,,,Smolensk Oblast,Russia,2020-06-03 02:33:13,55.03434960000001,33.0192065,2409,41,821,1547,"Smolensk Oblast, Russia",253.75310212904012,1.7019510170195102
3394,,,Stavropol Krai,Russia,2020-06-03 02:33:13,44.86325770000001,43.4406913,2653,47,1174,1432,"Stavropol Krai, Russia",94.7271978102414,1.7715793441387109
3397,,,Sverdlovsk Oblast,Russia,2020-06-03 02:33:13,58.6414755,61.802154599999994,6024,31,2510,3483,"Sverdlovsk Oblast, Russia",139.27499320271448,0.5146082337317397
3401,,,Tambov Oblast,Russia,2020-06-03 02:33:13,52.9019574,41.3578918,3110,8,1221,1881,"Tambov Oblast, Russia",300.90406675232595,0.2572347266881029
3404,,,Tatarstan Republic,Russia,2020-06-03 02:33:13,55.7648572,52.43104273,3297,10,2814,473,"Tatarstan Republic, Russia",84.66254643985903,0.3033060357901122
3415,,,Tomsk Oblast,Russia,2020-06-03 02:33:13,58.6124279,82.04753149999998,739,11,340,388,"Tomsk Oblast, Russia",68.53507437771265,1.4884979702300405
3419,,,Tula Oblast,Russia,2020-06-03 02:33:13,53.9570701,37.369090899999996,4074,39,1921,2114,"Tula Oblast, Russia",273.0828398202238,0.9572901325478644
3422,,,Tver Oblast,Russia,2020-06-03 02:33:13,57.1134475,35.174442799999994,1695,28,1147,520,"Tver Oblast, Russia",132.02240408513927,1.6519174041297937
3423,,,Tyumen Oblast,Russia,2020-06-03 02:33:13,58.8206488,70.36588370000001,1702,8,869,825,"Tyumen Oblast, Russia",46.09468096630918,0.4700352526439483
3424,,,Tyva Republic,Russia,2020-06-03 02:33:13,51.401714899999995,93.8582593,1161,2,174,985,"Tyva Republic, Russia",360.87056527063737,0.17226528854435832
3426,,,Udmurt Republic,Russia,2020-06-03 02:33:13,57.1961165,52.69598320000001,717,12,425,280,"Udmurt Republic, Russia",47.38791469382253,1.6736401673640169
3427,,,Ulyanovsk Oblast,Russia,2020-06-03 02:33:13,54.146317700000004,47.2324921,2672,10,743,1919,"Ulyanovsk Oblast, Russia",214.33991808236362,0.374251497005988
3446,,,Vladimir Oblast,Russia,2020-06-03 02:33:13,56.0503336,40.656163299999996,2797,24,839,1934,"Vladimir Oblast, Russia",202.9256995930604,0.8580622095101895
3447,,,Volgograd Oblast,Russia,2020-06-03 02:33:13,49.604833899999996,44.29035820000001,3334,20,1097,2217,"Volgograd Oblast, Russia",132.23463040143164,0.5998800239952009
3448,,,Vologda Oblast,Russia,2020-06-03 02:33:13,60.0391461,43.1215213,979,7,380,592,"Vologda Oblast, Russia",83.19955400279937,0.7150153217568948
3450,,,Voronezh Oblast,Russia,2020-06-03 02:33:13,50.9800393,40.15065070000001,2234,16,1499,719,"Voronezh Oblast, Russia",95.7250249382115,0.7162041181736795
3456,,,Yamalo-Nenets Autonomous Okrug,Russia,2020-06-03 02:33:13,67.1471631,74.3415488,2466,10,1163,1293,"Yamalo-Nenets Autonomous Okrug, Russia",457.8987534978377,0.4055150040551501
3458,,,Yaroslavl Oblast,Russia,2020-06-03 02:33:13,57.77819760000001,39.002109499999996,3284,14,826,2444,"Yaroslavl Oblast, Russia",259.46444768204384,0.42630937880633374
3462,,,Zabaykalsky Krai,Russia,2020-06-03 02:33:13,52.248521000000004,115.956325,1165,21,576,568,"Zabaykalsky Krai, Russia",108.59372524016456,1.8025751072961371
