,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3088,,,,Russia,2020-04-27 02:30:33,61.52401,105.318756,80949,747,6767,73435,Russia
