,FIPS,Admin2,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Active,Combined_Key,Latitude,Longitude
3364,,,,Russia,2020-05-27 02:32:31,362342,3807,131129,227406,Russia,61.52401,105.31875600000001
