,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3380,,,,Russia,2020-03-26 23:48:18,61.52401,105.318756,840,3,38,799,Russia
