,FIPS,Admin2,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Active,Combined_Key,Latitude,Longitude
2811,,,,Russia,2020-04-07 23:04:29,7497,58,494,6945,Russia,61.52401,105.318756
