,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3169,,,61.52401,105.318756,165929,1537,21327,143065,Russia,Russia,,2020-05-07 02:32:28
