,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3190,,,,Russia,2020-05-13 03:32:26,61.52401,105.31875600000001,232243,2116,43512,186615,Russia
