,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
2995,,,61.52401,105.318756,27938,232,2304,25402,Russia,Russia,,2020-04-16 23:30:31
