,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3368,,,,Russia,2020-05-28 02:32:31,61.52401,105.31875600000001,370680,3968,142208,224504,Russia
