,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
2762,,,,Russia,4/6/20 23:21,61.52401,105.31875600000001,6343,47,406,5890,Russia
