,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3192,,,61.52401,105.31875600000001,242271,2212,48003,192056,Russia,Russia,,2020-05-14 03:32:28
