,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
2581,,,61.52401,105.318756,4149,34,281,3834,Russia,Russia,,2020-04-03 22:46:20
