,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
2526,,,61.52401,105.31875600000001,3548,30,235,3283,Russia,Russia,,4/2/20 23:25
