,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,Country/Region,Province/State,Last Update
3331,,,52.96854329999999,36.0692477,2649,31,1409,1209,"Orel Oblast, Russia",354.5012559434832,1.170252925632314,Russia,Orel Oblast,2020-06-06 02:33:00
3332,,,52.02692620000001,54.7276647,2204,8,1587,609,"Orenburg Oblast, Russia",111.44145784034141,0.3629764065335753,Russia,Orenburg Oblast,2020-06-06 02:33:00
3342,,,53.1655415,44.78791810000001,2759,26,2260,473,"Penza Oblast, Russia",207.1857951196068,0.9423704240666908,Russia,Penza Oblast,2020-06-06 02:33:00
3343,,,58.5951603,56.3159546,2011,27,1321,663,"Perm Krai, Russia",76.66437169144248,1.3426156141223273,Russia,Perm Krai,2020-06-06 02:33:00
3350,,,45.0819456,134.726645,2262,22,1356,884,"Primorsky Krai, Russia",118.24130949897987,0.9725906277630416,Russia,Primorsky Krai,2020-06-06 02:33:00
3352,,,57.5358729,28.8586826,1131,11,420,700,"Pskov Oblast, Russia",177.6776540894138,0.9725906277630416,Russia,Pskov Oblast,2020-06-06 02:33:00
3374,,,47.6222451,40.7957942,5753,43,2157,3553,"Rostov Oblast, Russia",136.3124139310197,0.7474361202850687,Russia,Rostov Oblast,2020-06-06 02:33:00
3375,,,54.42267320000001,40.57052460000001,3872,10,1330,2532,"Ryazan Oblast, Russia",345.25989902574645,0.2582644628099173,Russia,Ryazan Oblast,2020-06-06 02:33:00
3381,,,59.9606739,30.158655100000004,17822,291,7076,10455,"Saint Petersburg, Russia",333.00105475869935,1.6328133767253956,Russia,Saint Petersburg,2020-06-06 02:33:00
3384,,,66.941626,129.642371,2380,14,1177,1189,"Sakha (Yakutiya) Republic, Russia",246.8034801364678,0.5882352941176471,Russia,Sakha (Yakutiya) Republic,2020-06-06 02:33:00
3385,,,49.7219665,143.448533,160,0,63,97,"Sakhalin Oblast, Russia",32.641004037284176,0.0,Russia,Sakhalin Oblast,2020-06-06 02:33:00
3386,,,53.2128813,50.8914633,2922,23,1282,1617,"Samara Oblast, Russia",91.49795491737316,0.7871321013004792,Russia,Samara Oblast,2020-06-06 02:33:00
3393,,,51.6520555,46.86319520000001,3553,35,1404,2114,"Saratov Oblast, Russia",144.25790210925922,0.9850830284266816,Russia,Saratov Oblast,2020-06-06 02:33:00
3411,,,55.03434960000001,33.0192065,2828,41,978,1809,"Smolensk Oblast, Russia",297.888656214581,1.4497878359264498,Russia,Smolensk Oblast,2020-06-06 02:33:00
3416,,,44.86325770000001,43.4406913,2903,56,1409,1438,"Stavropol Krai, Russia",103.65362052134591,1.9290389252497415,Russia,Stavropol Krai,2020-06-06 02:33:00
3420,,,58.6414755,61.8021546,6930,37,2997,3896,"Sverdlovsk Oblast, Russia",160.2217302282223,0.5339105339105339,Russia,Sverdlovsk Oblast,2020-06-06 02:33:00
3424,,,52.9019574,41.3578918,3307,8,1443,1856,"Tambov Oblast, Russia",319.96454943728037,0.2419110976716057,Russia,Tambov Oblast,2020-06-06 02:33:00
3427,,,55.7648572,52.43104273,3452,10,3235,207,"Tatarstan Republic, Russia",88.64273894764739,0.28968713789107764,Russia,Tatarstan Republic,2020-06-06 02:33:00
3438,,,58.6124279,82.04753149999998,832,11,386,435,"Tomsk Oblast, Russia",77.15992135623402,1.3221153846153846,Russia,Tomsk Oblast,2020-06-06 02:33:00
3442,,,53.9570701,37.3690909,4398,47,2273,2078,"Tula Oblast, Russia",294.8007681711695,1.0686675761709867,Russia,Tula Oblast,2020-06-06 02:33:00
3445,,,57.1134475,35.174442799999994,1875,39,1338,498,"Tver Oblast, Russia",146.04248239506555,2.08,Russia,Tver Oblast,2020-06-06 02:33:00
3446,,,58.8206488,70.36588370000001,1834,10,1003,821,"Tyumen Oblast, Russia",49.669591593543494,0.5452562704471101,Russia,Tyumen Oblast,2020-06-06 02:33:00
3447,,,51.4017149,93.8582593,1391,2,232,1157,"Tyva Republic, Russia",432.3608581321763,0.14378145219266714,Russia,Tyva Republic,2020-06-06 02:33:00
3449,,,57.1961165,52.69598320000001,865,12,460,393,"Udmurt Republic, Russia",57.169520516257286,1.3872832369942196,Russia,Udmurt Republic,2020-06-06 02:33:00
3450,,,54.1463177,47.2324921,2965,12,897,2056,"Ulyanovsk Oblast, Russia",237.84350939903,0.4047217537942665,Russia,Ulyanovsk Oblast,2020-06-06 02:33:00
3475,,,56.0503336,40.6561633,2966,30,1112,1824,"Vladimir Oblast, Russia",215.18685198177224,1.0114632501685772,Russia,Vladimir Oblast,2020-06-06 02:33:00
3476,,,49.6048339,44.29035820000001,3669,21,1321,2327,"Volgograd Oblast, Russia",145.52155337218142,0.5723630417007359,Russia,Volgograd Oblast,2020-06-06 02:33:00
3477,,,60.0391461,43.1215213,1035,11,489,535,"Vologda Oblast, Russia",87.95867047282673,1.0628019323671498,Russia,Vologda Oblast,2020-06-06 02:33:00
3479,,,50.9800393,40.15065070000001,2592,16,1624,952,"Voronezh Oblast, Russia",111.06502445830091,0.6172839506172839,Russia,Voronezh Oblast,2020-06-06 02:33:00
3485,,,67.1471631,74.3415488,2579,11,1340,1228,"Yamalo-Nenets Autonomous Okrug, Russia",478.88113757944984,0.42652190771616905,Russia,Yamalo-Nenets Autonomous Okrug,2020-06-06 02:33:00
3487,,,57.77819760000001,39.0021095,3501,15,1007,2479,"Yaroslavl Oblast, Russia",276.60932744666127,0.4284490145672665,Russia,Yaroslavl Oblast,2020-06-06 02:33:00
3491,,,52.248521,115.956325,1321,26,750,545,"Zabaykalsky Krai, Russia",123.13503093756,1.9682059046177136,Russia,Zabaykalsky Krai,2020-06-06 02:33:00
