,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3380,,,61.52401,105.318756,658,3,29,626,Russia,Russia,,2020-03-25 23:33:04
