,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3098,,,,Russia,2020-04-28 02:30:32,61.52401,105.318756,87147,794,7346,79007,Russia
