,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3141,,,61.52401,105.318756,114431,1169,13220,100042,Russia,Russia,,2020-05-02 02:32:27
