,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Incidence_Rate,Case-Fatality_Ratio,Latitude,Longitude
3276,Khanty-Mansi Autonomous Okrug,Russia,2020-06-14 03:33:15,4340,26,1804,283.24489000765544,0.5990783410138248,61.0259025,69.0982628
3283,Kirov Oblast,Russia,2020-06-14 03:33:15,2508,25,1578,195.4430900581186,0.9968102073365231,57.9665589,49.4074599
3286,Komi Republic,Russia,2020-06-14 03:33:15,2085,28,1024,247.95658797464063,1.3429256594724222,63.9881421,54.3326073
3287,Kostroma Oblast,Russia,2020-06-14 03:33:15,1109,12,582,172.3859206247552,1.0820559062218214,58.424756,44.253327299999995
3288,Krasnodar Krai,Russia,2020-06-14 03:33:15,4893,50,3642,87.3216714078188,1.0218679746576742,45.768401399999995,39.0261044
3289,Krasnoyarsk Krai,Russia,2020-06-14 03:33:15,6328,64,2164,219.9898000936556,1.011378002528445,63.3233807,97.09799740000001
3292,Kurgan Oblast,Russia,2020-06-14 03:33:15,369,0,214,43.6409051289299,0.0,55.7655302,64.5632681
3293,Kursk Oblast,Russia,2020-06-14 03:33:15,3922,20,2117,351.67412845879403,0.5099439061703213,51.6568453,36.4852695
3301,Leningrad Oblast,Russia,2020-06-14 03:33:15,3501,23,2628,193.01847596448596,0.6569551556698087,60.185329599999996,32.3925325
3305,Lipetsk Oblast,Russia,2020-06-14 03:33:15,2937,9,1270,255.3466741899894,0.3064351378958121,52.693517799999995,39.112266399999996
3316,Magadan Oblast,Russia,2020-06-14 03:33:15,459,4,222,318.54869492195905,0.8714596949891068,62.48858785,153.9903764
3324,Mari El Republic,Russia,2020-06-14 03:33:15,2331,18,2087,341.62205257550204,0.7722007722007722,56.576750399999995,47.881751200000004
3345,Mordovia Republic,Russia,2020-06-14 03:33:15,2538,20,1351,315.2575721440496,0.7880220646178093,54.4419829,44.466114399999995
3347,Moscow,Russia,2020-06-14 03:33:15,204428,3231,119558,1634.5782038541975,1.580507562564815,55.7504461,37.6174943
3348,Moscow Oblast,Russia,2020-06-14 03:33:15,48636,678,15734,648.1874513969361,1.3940291142363679,55.50431579999999,38.0353929
3350,Murmansk Oblast,Russia,2020-06-14 03:33:15,3889,7,2669,516.0857108354113,0.17999485728979173,68.00004179999999,33.9999151
3359,Nenets Autonomous Okrug,Russia,2020-06-14 03:33:15,81,0,32,184.1034615996545,0.0,68.27557185,57.1686375
3367,Nizhny Novgorod Oblast,Russia,2020-06-14 03:33:15,13780,165,6633,425.99865461092537,1.197387518142235,55.47180329999999,44.091159399999995
3371,North Ossetia - Alania Republic,Russia,2020-06-14 03:33:15,3513,66,3190,500.59492850170636,1.8787361229718191,42.79336110000001,44.6324493
3377,Novgorod Oblast,Russia,2020-06-14 03:33:15,1963,12,482,323.6731544199605,0.6113092205807438,58.2843833,32.516975699999996
3378,Novosibirsk Oblast,Russia,2020-06-14 03:33:15,4177,53,2050,149.77505056745633,1.2688532439549915,54.9720169,79.48139240000002
3388,Omsk Oblast,Russia,2020-06-14 03:33:15,2148,23,1213,109.5873078714604,1.0707635009310987,56.09352629999999,73.5099936
3391,Orel Oblast,Russia,2020-06-14 03:33:15,3473,35,1663,464.77269229585403,1.0077742585660812,52.96854329999999,36.0692477
3392,Orenburg Oblast,Russia,2020-06-14 03:33:15,2705,11,1893,136.77365855631737,0.4066543438077634,52.02692620000001,54.7276647
3402,Penza Oblast,Russia,2020-06-14 03:33:15,3634,30,2850,272.8935046990399,0.825536598789213,53.1655415,44.78791810000001
3403,Perm Krai,Russia,2020-06-14 03:33:15,2580,38,1705,98.35608103626137,1.4728682170542635,58.5951603,56.3159546
3410,Primorsky Krai,Russia,2020-06-14 03:33:15,2787,26,1662,145.6845842500694,0.9329027628274129,45.0819456,134.726645
3412,Pskov Oblast,Russia,2020-06-14 03:33:15,1635,19,507,256.85496413456366,1.162079510703364,57.535872899999994,28.8586826
3438,Rostov Oblast,Russia,2020-06-14 03:33:15,7314,65,2875,173.2989736644321,0.8887065901011758,47.6222451,40.7957942
3439,Ryazan Oblast,Russia,2020-06-14 03:33:15,4401,12,2025,392.42996270979086,0.27266530334015,54.42267320000001,40.57052460000001
3445,Saint Petersburg,Russia,2020-06-14 03:33:15,20305,569,9561,379.39548966869006,2.802265451859148,59.960673899999996,30.158655100000004
3448,Sakha (Yakutiya) Republic,Russia,2020-06-14 03:33:15,2968,20,1826,307.77845758194815,0.6738544474393531,66.941626,129.642371
3449,Sakhalin Oblast,Russia,2020-06-14 03:33:15,320,0,98,65.28200807456837,0.0,49.7219665,143.448533
3450,Samara Oblast,Russia,2020-06-14 03:33:15,3694,43,1847,115.67195258890364,1.1640498105035193,53.2128813,50.8914633
3457,Saratov Oblast,Russia,2020-06-14 03:33:15,4480,38,2014,181.8956941878641,0.8482142857142857,51.652055499999996,46.86319520000001
3478,Smolensk Oblast,Russia,2020-06-14 03:33:15,3712,49,1414,391.0051951444571,1.3200431034482758,55.03434960000001,33.0192065
3483,Stavropol Krai,Russia,2020-06-14 03:33:15,3594,68,1860,128.32625289483892,1.8920422927100724,44.86325770000001,43.4406913
3487,Sverdlovsk Oblast,Russia,2020-06-14 03:33:15,9071,50,4021,209.72169046179002,0.5512071436445817,58.6414755,61.802154599999994
3491,Tambov Oblast,Russia,2020-06-14 03:33:15,3834,10,1823,370.95375946251374,0.2608242044861763,52.9019574,41.3578918
3495,Tatarstan Republic,Russia,2020-06-14 03:33:15,3868,10,3614,99.32506206532446,0.2585315408479835,55.7648572,52.43104273
3507,Tomsk Oblast,Russia,2020-06-14 03:33:15,1215,11,576,112.6794524613273,0.9053497942386832,58.6124279,82.04753149999998
3512,Tula Oblast,Russia,2020-06-14 03:33:15,5245,56,3219,351.57572284169714,1.0676835081029552,53.9570701,37.369090899999996
3515,Tver Oblast,Russia,2020-06-14 03:33:15,2569,50,1619,200.09767321222583,1.9462826002335536,57.1134475,35.174442799999994
3516,Tyumen Oblast,Russia,2020-06-14 03:33:15,2119,13,1234,57.3881486296176,0.6134969325153374,58.8206488,70.36588370000001
3517,Tyva Republic,Russia,2020-06-14 03:33:15,2304,2,378,716.1462380564586,0.08680555555555555,51.401714899999995,93.8582593
3519,Udmurt Republic,Russia,2020-06-14 03:33:15,1073,12,557,70.91664221265209,1.1183597390493942,57.1961165,52.69598320000001
3520,Ulyanovsk Oblast,Russia,2020-06-14 03:33:15,3783,18,1267,303.4610442011908,0.4758128469468675,54.146317700000004,47.2324921
3548,Vladimir Oblast,Russia,2020-06-14 03:33:15,3453,45,1721,250.51928519658108,1.3032145960034751,56.0503336,40.656163299999996
3549,Volgograd Oblast,Russia,2020-06-14 03:33:15,4569,27,1739,181.21776433837468,0.5909389363099147,49.604833899999996,44.29035820000001
3550,Vologda Oblast,Russia,2020-06-14 03:33:15,1254,13,748,106.57021523954077,1.036682615629984,60.0391461,43.1215213
3552,Voronezh Oblast,Russia,2020-06-14 03:33:15,4221,21,1953,180.86630719077476,0.4975124378109453,50.9800393,40.15065070000001
3560,Yamalo-Nenets Autonomous Okrug,Russia,2020-06-14 03:33:15,3211,15,1491,596.2339405845729,0.4671441918405481,67.1471631,74.3415488
3562,Yaroslavl Oblast,Russia,2020-06-14 03:33:15,4020,16,1640,317.6148232892254,0.39800995024875613,57.77819760000001,39.002109499999996
3566,Zabaykalsky Krai,Russia,2020-06-14 03:33:15,1907,40,1109,177.75814080085308,2.097535395909806,52.248521000000004,115.956325
