,FIPS,Admin2,Province/State,Country/Region,Last Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3374,,,,Russia,2020-03-23 23:19:21,61.52401,105.318756,438,1,17,420,Russia
