,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,Country/Region,Province/State,Last Update
3167,,,55.4259922,47.0849429,4186,18,2261,1907,"Chuvashia Republic, Russia",340.01642410916264,0.4300047778308648,Russia,Chuvashia Republic,2020-06-17 04:33:21
3178,,,43.05749160000001,47.1332224,6745,328,4780,1637,"Dagestan Republic, Russia",220.145338353104,4.862861378799111,Russia,Dagestan Republic,2020-06-17 04:33:21
3245,,,43.11542075,45.01713552,2657,63,2135,459,"Ingushetia Republic, Russia",544.4192417471411,2.371095220173128,Russia,Ingushetia Republic,2020-06-17 04:33:21
3247,,,56.6370122,104.71922099999999,4474,22,1178,3274,"Irkutsk Oblast, Russia",186.09139441684223,0.4917299955297273,Russia,Irkutsk Oblast,2020-06-17 04:33:21
3252,,,56.9167446,41.43521370000001,3599,30,1511,2058,"Ivanovo Oblast, Russia",354.70499070611817,0.8335648791330925,Russia,Ivanovo Oblast,2020-06-17 04:33:21
3256,,,48.57527615,132.66307460000002,378,4,278,96,"Jewish Autonomous Okrug, Russia",233.3131704667498,1.058201058201058,Russia,Jewish Autonomous Okrug,2020-06-17 04:33:21
3263,,,43.480604799999995,43.5978976,4055,39,2050,1966,"Kabardino-Balkarian Republic, Russia",468.3378222926493,0.9617755856966708,Russia,Kabardino-Balkarian Republic,2020-06-17 04:33:21
3266,,,54.7293041,21.1489473,2124,32,1042,1050,"Kaliningrad Oblast, Russia",213.5534019237904,1.5065913370998116,Russia,Kaliningrad Oblast,2020-06-17 04:33:21
3268,,,46.2313018,45.3275745,1272,18,868,386,"Kalmykia Republic, Russia",461.8518370592528,1.4150943396226414,Russia,Kalmykia Republic,2020-06-17 04:33:21
3269,,,54.438277299999996,35.5272854,5246,39,2609,2598,"Kaluga Oblast, Russia",518.3507631988742,0.7434235608082348,Russia,Kaluga Oblast,2020-06-17 04:33:21
3270,,,57.191488199999995,160.03838190000005,1536,10,483,1043,"Kamchatka Krai, Russia",486.7583352611414,0.6510416666666666,Russia,Kamchatka Krai,2020-06-17 04:33:21
3272,,,43.7368326,41.7267991,2349,9,579,1761,"Karachay-Cherkess Republic, Russia",503.74754720622775,0.3831417624521073,Russia,Karachay-Cherkess Republic,2020-06-17 04:33:21
3273,,,62.61940309999999,33.4920267,809,2,308,499,"Karelia Republic, Russia",129.9631797765083,0.2472187886279357,Russia,Karelia Republic,2020-06-17 04:33:21
3275,,,54.53357809999999,87.342861,1062,7,437,618,"Kemerovo Oblast, Russia",39.40810656664478,0.6591337099811676,Russia,Kemerovo Oblast,2020-06-17 04:33:21
3277,,,51.6312684,136.121524,3153,19,1506,1628,"Khabarovsk Krai, Russia",237.37071840590468,0.6026006977481764,Russia,Khabarovsk Krai,2020-06-17 04:33:21
3278,,,53.72258845,91.44293627,1381,10,1058,313,"Khakassia Republic, Russia",256.92401858187617,0.724112961622013,Russia,Khakassia Republic,2020-06-17 04:33:21
3279,,,61.0259025,69.0982628,4973,29,2242,2702,"Khanty-Mansi Autonomous Okrug, Russia",324.55687511706697,0.5831490046249749,Russia,Khanty-Mansi Autonomous Okrug,2020-06-17 04:33:21
3286,,,57.9665589,49.4074599,2648,26,1724,898,"Kirov Oblast, Russia",206.35299141702475,0.9818731117824774,Russia,Kirov Oblast,2020-06-17 04:33:21
3289,,,63.9881421,54.3326073,2437,28,1048,1361,"Komi Republic, Russia",289.81784407395645,1.1489536315141569,Russia,Komi Republic,2020-06-17 04:33:21
3290,,,58.424756,44.253327299999995,1175,12,621,542,"Kostroma Oblast, Russia",182.64513682063784,1.0212765957446808,Russia,Kostroma Oblast,2020-06-17 04:33:21
3291,,,45.768401399999995,39.0261044,5112,53,3794,1265,"Krasnodar Krai, Russia",91.2299988221479,1.0367762128325508,Russia,Krasnodar Krai,2020-06-17 04:33:21
3292,,,63.3233807,97.09799740000001,6813,66,2328,4419,"Krasnoyarsk Krai, Russia",236.8505859731472,0.968736239542052,Russia,Krasnoyarsk Krai,2020-06-17 04:33:21
3295,,,55.7655302,64.5632681,413,0,244,169,"Kurgan Oblast, Russia",48.844698694439145,0.0,Russia,Kurgan Oblast,2020-06-17 04:33:21
3296,,,51.6568453,36.4852695,4118,22,2277,1819,"Kursk Oblast, Russia",369.24886817779543,0.5342399222923749,Russia,Kursk Oblast,2020-06-17 04:33:21
3304,,,60.185329599999996,32.3925325,3696,24,2796,876,"Leningrad Oblast, Russia",203.76929082111968,0.6493506493506493,Russia,Leningrad Oblast,2020-06-17 04:33:21
3308,,,52.693517799999995,39.112266399999996,3113,10,1319,1784,"Lipetsk Oblast, Russia",270.64834754968916,0.32123353678123995,Russia,Lipetsk Oblast,2020-06-17 04:33:21
3319,,,62.48858785,153.9903764,511,4,231,276,"Magadan Oblast, Russia",354.63700022902196,0.7827788649706457,Russia,Magadan Oblast,2020-06-17 04:33:21
3327,,,56.576750399999995,47.881751200000004,2462,19,2198,245,"Mari El Republic, Russia",360.8208895070297,0.7717303005686433,Russia,Mari El Republic,2020-06-17 04:33:21
3348,,,54.4419829,44.466114399999995,2707,22,1680,1005,"Mordovia Republic, Russia",336.2499006280308,0.8127077946065755,Russia,Mordovia Republic,2020-06-17 04:33:21
3350,,,55.7504461,37.6174943,208680,3386,126114,79180,"Moscow, Russia",1668.5766117180326,1.6225800268353459,Russia,Moscow,2020-06-17 04:33:21
3351,,,55.50431579999999,38.0353929,50736,702,18340,31694,"Moscow Oblast, Russia",676.1748197646797,1.383632923368023,Russia,Moscow Oblast,2020-06-17 04:33:21
3353,,,68.00004179999999,33.9999151,4083,7,2810,1266,"Murmansk Oblast, Russia",541.8302795939791,0.17144256674014205,Russia,Murmansk Oblast,2020-06-17 04:33:21
3362,,,68.27557185,57.1686375,89,0,32,57,"Nenets Autonomous Okrug, Russia",202.28651953542285,0.0,Russia,Nenets Autonomous Okrug,2020-06-17 04:33:21
3370,,,55.47180329999999,44.091159399999995,14410,175,7004,7231,"Nizhny Novgorod Oblast, Russia",445.4746453514829,1.2144344205412907,Russia,Nizhny Novgorod Oblast,2020-06-17 04:33:21
3374,,,42.79336110000001,44.6324493,3613,66,3247,300,"North Ossetia - Alania Republic, Russia",514.8447129737162,1.8267367838361472,Russia,North Ossetia - Alania Republic,2020-06-17 04:33:21
3380,,,58.2843833,32.516975699999996,2121,18,494,1609,"Novgorod Oblast, Russia",349.7252982805585,0.8486562942008486,Russia,Novgorod Oblast,2020-06-17 04:33:21
3381,,,54.9720169,79.48139240000002,4497,60,2276,2161,"Novosibirsk Oblast, Russia",161.24931826714175,1.3342228152101399,Russia,Novosibirsk Oblast,2020-06-17 04:33:21
3391,,,56.09352629999999,73.5099936,2437,24,1281,1132,"Omsk Oblast, Russia",124.33159650034872,0.9848173984407058,Russia,Omsk Oblast,2020-06-17 04:33:21
3394,,,52.96854329999999,36.0692477,3791,39,1783,1969,"Orel Oblast, Russia",507.32890195611367,1.0287523080981271,Russia,Orel Oblast,2020-06-17 04:33:21
3395,,,52.02692620000001,54.7276647,2890,11,2050,829,"Orenburg Oblast, Russia",146.1278644095221,0.3806228373702422,Russia,Orenburg Oblast,2020-06-17 04:33:21
3405,,,53.1655415,44.78791810000001,3915,31,3075,809,"Penza Oblast, Russia",293.9950662896921,0.7918263090676884,Russia,Penza Oblast,2020-06-17 04:33:21
3406,,,58.5951603,56.3159546,2805,49,1812,944,"Perm Krai, Russia",106.93364624291208,1.746880570409982,Russia,Perm Krai,2020-06-17 04:33:21
3413,,,45.0819456,134.726645,3065,28,1774,1263,"Primorsky Krai, Russia",160.21645164207487,0.9135399673735726,Russia,Primorsky Krai,2020-06-17 04:33:21
3415,,,57.535872899999994,28.8586826,1901,19,525,1357,"Pskov Oblast, Russia",298.64298888061506,0.9994739610731194,Russia,Pskov Oblast,2020-06-17 04:33:21
3441,,,47.6222451,40.7957942,7799,71,3159,4569,"Rostov Oblast, Russia",184.79063379941292,0.9103731247595844,Russia,Rostov Oblast,2020-06-17 04:33:21
3442,,,54.42267320000001,40.57052460000001,4557,12,2316,2229,"Ryazan Oblast, Russia",406.3402272366546,0.2633311389071758,Russia,Ryazan Oblast,2020-06-17 04:33:21
3448,,,59.960673899999996,30.158655100000004,21047,689,9971,10387,"Saint Petersburg, Russia",393.25963413232796,3.273625694873379,Russia,Saint Petersburg,2020-06-17 04:33:21
3451,,,66.941626,129.642371,3199,23,2028,1148,"Sakha (Yakutiya) Republic, Russia",331.7329130069582,0.7189746795873709,Russia,Sakha (Yakutiya) Republic,2020-06-17 04:33:21
3452,,,49.7219665,143.448533,362,0,98,264,"Sakhalin Oblast, Russia",73.8502716343555,0.0,Russia,Sakhalin Oblast,2020-06-17 04:33:21
3453,,,53.2128813,50.8914633,3980,50,1942,1988,"Samara Oblast, Russia",124.62760457602505,1.256281407035176,Russia,Samara Oblast,2020-06-17 04:33:21
3460,,,51.652055499999996,46.86319520000001,4857,39,2204,2614,"Saratov Oblast, Russia",197.20254166751252,0.8029647930821495,Russia,Saratov Oblast,2020-06-17 04:33:21
3481,,,55.03434960000001,33.0192065,3927,52,1514,2361,"Smolensk Oblast, Russia",413.65231716925723,1.324166030048383,Russia,Smolensk Oblast,2020-06-17 04:33:21
3486,,,44.86325770000001,43.4406913,3845,71,2042,1732,"Stavropol Krai, Russia",137.28838129678786,1.846553966189857,Russia,Stavropol Krai,2020-06-17 04:33:21
3490,,,58.6414755,61.802154599999994,9789,54,4469,5266,"Sverdlovsk Oblast, Russia",226.32186395441101,0.5516395954642966,Russia,Sverdlovsk Oblast,2020-06-17 04:33:21
3494,,,52.9019574,41.3578918,4026,12,1964,2050,"Tambov Oblast, Russia",389.53047355140325,0.29806259314456035,Russia,Tambov Oblast,2020-06-17 04:33:21
3498,,,55.7648572,52.43104273,4001,10,3624,367,"Tatarstan Republic, Russia",102.74032402362026,0.24993751562109476,Russia,Tatarstan Republic,2020-06-17 04:33:21
3510,,,58.6124279,82.04753149999998,1370,11,648,711,"Tomsk Oblast, Russia",127.05419742552955,0.8029197080291971,Russia,Tomsk Oblast,2020-06-17 04:33:21
3515,,,53.9570701,37.369090899999996,5529,64,3609,1856,"Tula Oblast, Russia",370.6124254703038,1.1575330077771748,Russia,Tula Oblast,2020-06-17 04:33:21
3518,,,57.1134475,35.174442799999994,2800,51,1705,1044,"Tver Oblast, Russia",218.09010704329793,1.8214285714285716,Russia,Tver Oblast,2020-06-17 04:33:21
3519,,,58.8206488,70.36588370000001,2330,15,1341,974,"Tyumen Oblast, Russia",63.10258910193912,0.6437768240343348,Russia,Tyumen Oblast,2020-06-17 04:33:21
3520,,,51.401714899999995,93.8582593,2651,2,409,2240,"Tyva Republic, Russia",824.003332069302,0.07544322897019992,Russia,Tyva Republic,2020-06-17 04:33:21
3522,,,57.1961165,52.69598320000001,1133,12,626,495,"Udmurt Republic, Russia",74.88215808661215,1.059135039717564,Russia,Udmurt Republic,2020-06-17 04:33:21
3523,,,54.146317700000004,47.2324921,4195,24,1409,2762,"Ulyanovsk Oblast, Russia",336.5104627079025,0.5721096543504172,Russia,Ulyanovsk Oblast,2020-06-17 04:33:21
3551,,,56.0503336,40.656163299999996,3629,46,1846,1737,"Vladimir Oblast, Russia",263.2882959682574,1.267566822816203,Russia,Vladimir Oblast,2020-06-17 04:33:21
3552,,,49.604833899999996,44.29035820000001,4887,29,1859,2999,"Volgograd Oblast, Russia",193.83042554642967,0.5934110906486597,Russia,Volgograd Oblast,2020-06-17 04:33:21
3553,,,60.0391461,43.1215213,1317,14,799,504,"Vologda Oblast, Russia",111.92422126832152,1.0630220197418374,Russia,Vologda Oblast,2020-06-17 04:33:21
3555,,,50.9800393,40.15065070000001,4861,24,2116,2721,"Voronezh Oblast, Russia",208.28977001998484,0.4937255708701913,Russia,Voronezh Oblast,2020-06-17 04:33:21
3563,,,67.1471631,74.3415488,3505,18,1559,1928,"Yamalo-Nenets Autonomous Okrug, Russia",650.825276159741,0.5135520684736091,Russia,Yamalo-Nenets Autonomous Okrug,2020-06-17 04:33:21
3565,,,57.77819760000001,39.002109499999996,4162,16,1819,2327,"Yaroslavl Oblast, Russia",328.834053365611,0.3844305622296973,Russia,Yaroslavl Oblast,2020-06-17 04:33:21
3569,,,52.248521000000004,115.956325,2174,40,1178,956,"Zabaykalsky Krai, Russia",202.64614478293373,1.8399264029438824,Russia,Zabaykalsky Krai,2020-06-17 04:33:21
