,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
3398,,,,Russia,3/30/20 22:52,61.52401,105.31875600000001,1836,9,66,1761,Russia
