,FIPS,Admin2,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Active,Combined_Key,Latitude,Longitude
3145,,,,Russia,2020-05-03 02:32:28,124054,1222,15013,107819,Russia,61.52401,105.318756
