,FIPS,Admin2,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Country/Region,Province/State,Last Update
3348,,,61.52401,105.31875600000001,308705,2972,85392,220341,Russia,Russia,,2020-05-21 02:32:48
